feature,importance
bb_width,134
atr_ratio,123
bb_lower,78
price_ema_fast_dist,65
body,59
price_bb_upper_dist,53
ema_cross_pct,49
bb_upper,48
atr_ma,42
ema_slow,38
ema_cross,36
atr_normalized,36
bb_middle,33
rsi_divergence,29
ema_fast,22
body_pct,21
atr,17
upper_shadow,16
rsi,8
rsi_normalized,5
bb_position,2
range_pct,2
bb_position_normalized,1
price_bb_lower_dist,1
rsi_oversold,0
ema_cross_signal,0
rsi_overbought,0
price_ema_slow_dist,0
is_bullish,0
bb_breakout_upper,0
bb_breakout_lower,0
lower_shadow,0
range,0
signal_convergence,0
