feature,importance
bb_width,342
ema_slow,270
bb_lower,251
bb_upper,172
body,164
ema_fast,161
bb_middle,127
body_pct,97
atr_ratio,70
price_bb_upper_dist,62
ema_cross_pct,55
ema_cross,35
atr_ma,29
price_bb_lower_dist,23
range_pct,21
price_ema_slow_dist,19
atr_normalized,18
rsi_divergence,16
price_ema_fast_dist,14
atr,12
range,11
rsi,6
rsi_normalized,5
is_bullish,1
ema_cross_signal,0
rsi_oversold,0
bb_position,0
bb_position_normalized,0
rsi_overbought,0
bb_breakout_upper,0
bb_breakout_lower,0
lower_shadow,0
upper_shadow,0
signal_convergence,0
