feature,importance
atr_ma,28
ema_slow,22
bb_lower,14
atr_ratio,14
bb_width,14
price_ema_slow_dist,10
price_bb_lower_dist,9
bb_middle,7
price_ema_fast_dist,7
ema_cross,6
ema_fast,6
atr,5
atr_normalized,5
bb_upper,4
range,4
range_pct,4
price_bb_upper_dist,4
ema_cross_pct,4
rsi,2
upper_shadow,2
body,1
bb_position,1
bb_breakout_upper,0
bb_breakout_lower,0
bb_position_normalized,0
rsi_divergence,0
ema_cross_signal,0
rsi_oversold,0
rsi_overbought,0
rsi_normalized,0
is_bullish,0
lower_shadow,0
body_pct,0
signal_convergence,0
