feature,importance
bb_width,37
macd_signal,19
bb_upper,18
bb_middle,16
bb_lower,15
body,15
price_bb_upper_dist,14
ema_slow,13
momentum_20,13
macd_hist,12
range_pct,9
ema_fast,8
ema_cross_pct,7
upper_shadow,6
range,6
momentum_convergence,6
momentum_ratio,6
macd_strength,6
macd,6
ema_cross,4
price_ema_slow_dist,4
momentum_10,3
body_pct,3
price_bb_lower_dist,2
macd_hist_change,2
lower_shadow,1
price_ema_fast_dist,1
bb_position,0
bb_position_normalized,0
bb_breakout_upper,0
bb_breakout_lower,0
macd_cross_signal,0
ema_cross_signal,0
is_bullish,0
signal_convergence,0
