feature,importance
atr_ma,23
atr_ratio,18
atr_normalized,14
ema_fast,12
bb_width,9
ema_slow,8
bb_lower,8
macd_strength,8
ema_cross,6
price_bb_lower_dist,6
bb_upper,6
macd_signal,6
macd,6
range_pct,5
body_pct,5
rsi_divergence,4
price_ema_slow_dist,4
macd_hist,4
macd_hist_change,4
atr,4
body,3
range,3
upper_shadow,3
ema_cross_pct,2
price_ema_fast_dist,2
price_bb_upper_dist,2
bb_middle,2
rsi,1
is_bullish,1
bb_position_normalized,0
bb_position,0
bb_breakout_upper,0
bb_breakout_lower,0
ema_cross_signal,0
rsi_oversold,0
macd_cross_signal,0
rsi_overbought,0
rsi_normalized,0
lower_shadow,0
signal_convergence,0
