feature,importance
macd_signal,25
sma_32,24
body,19
ema_slow,18
sma_16,18
range,18
momentum_ratio,14
macd_hist,12
ema_fast,11
return_16,10
range_pct,9
macd,8
momentum_convergence,7
return_8,6
ema_cross_pct,6
return_2,5
return_4,5
momentum_20,5
price_sma_16_dist,4
macd_strength,4
upper_shadow,3
body_pct,3
momentum_10,2
price_ema_fast_dist,2
price_ema_slow_dist,2
ema_cross,2
return_1,1
price_sma_32_dist,1
macd_hist_change,0
macd_cross_signal,0
lower_shadow,0
ema_cross_signal,0
log_return,0
is_bullish,0
signal_convergence,0
