feature,importance
bb_width,30
atr_ratio,27
ema_cross_pct,20
atr_ma,15
bb_upper,14
upper_shadow,14
ema_slow,13
ema_cross,13
bb_lower,12
atr_normalized,12
range_pct,10
price_bb_upper_dist,10
ema_fast,9
price_ema_fast_dist,9
rsi,6
price_ema_slow_dist,6
lower_shadow,6
price_bb_lower_dist,6
rsi_divergence,5
body,5
range,5
bb_middle,5
body_pct,4
bb_position,3
atr,3
rsi_normalized,2
rsi_oversold,0
ema_cross_signal,0
rsi_overbought,0
is_bullish,0
bb_position_normalized,0
bb_breakout_upper,0
bb_breakout_lower,0
signal_convergence,0
