feature,importance
atr_ratio,133
bb_width,110
atr_ma,103
ema_slow,64
ema_cross_pct,63
ema_cross,63
upper_shadow,49
bb_upper,43
atr_normalized,43
price_bb_upper_dist,39
range_pct,36
rsi_divergence,32
bb_lower,28
price_ema_fast_dist,28
ema_fast,25
price_ema_slow_dist,23
rsi,21
body_pct,21
atr,20
range,20
rsi_normalized,18
body,17
price_bb_lower_dist,16
lower_shadow,15
bb_position,13
bb_position_normalized,12
bb_middle,12
signal_convergence,1
bb_breakout_upper,0
bb_breakout_lower,0
rsi_overbought,0
is_bullish,0
ema_cross_signal,0
rsi_oversold,0
