feature,importance
macd_signal,7
atr_ratio,6
bb_width,6
price_bb_upper_dist,4
ema_slow,4
macd,4
range,4
atr_ma,3
macd_hist,3
rsi_normalized,3
lower_shadow,3
atr,3
bb_upper,3
rsi,2
ema_cross_pct,2
range_pct,2
atr_normalized,2
rsi_divergence,2
bb_lower,2
bb_position_normalized,1
price_ema_slow_dist,1
body,1
body_pct,1
macd_strength,1
macd_hist_change,1
bb_breakout_lower,0
macd_cross_signal,0
bb_breakout_upper,0
price_bb_lower_dist,0
ema_cross,0
bb_position,0
price_ema_fast_dist,0
ema_cross_signal,0
ema_fast,0
rsi_oversold,0
rsi_overbought,0
is_bullish,0
upper_shadow,0
bb_middle,0
signal_convergence,0
