feature,importance
bb_width,59
price_bb_upper_dist,48
atr_ma,37
atr_ratio,33
bb_lower,23
ema_slow,22
ema_cross_pct,21
atr_normalized,19
bb_upper,16
body,14
price_ema_fast_dist,14
body_pct,14
ema_fast,13
rsi_divergence,13
ema_cross,13
range_pct,12
range,12
bb_middle,12
price_ema_slow_dist,8
rsi,8
price_bb_lower_dist,6
atr,6
rsi_normalized,4
bb_position_normalized,2
upper_shadow,2
lower_shadow,1
ema_cross_signal,0
rsi_oversold,0
rsi_overbought,0
bb_position,0
is_bullish,0
bb_breakout_upper,0
bb_breakout_lower,0
signal_convergence,0
