timestamp,open,high,low,close,volume,rsi,ema_fast,ema_slow,bb_upper,bb_middle,bb_lower,atr,momentum_10,momentum_20,volatility,volume_ma,macd,macd_signal
2024-02-01T09:00:00.000Z,193.0,193.05,192.2,192.55,208.0,40.05524861878455,190.80658002996958,193.02915444171265,201.76460119739826,193.4525,185.1403988026017,1.960714285714289,-0.01584462049578328,-0.021595528455284563,0.009363159269393172,383.5,-2.222574411743068,-1.6938575898544437
2024-02-01T09:30:00.000Z,192.5,193.25,192.25,192.75,297.0,39.72222222222225,191.10543359742167,192.98765054942203,201.3634852448908,193.2325,185.10151475510918,1.9821428571428612,-0.01582844013275464,-0.02231803195536397,0.009352855588912303,388.2,-1.8822169520003627,-1.7055206788400894
2024-02-01T10:00:00.000Z,192.7,192.75,191.5,191.6,251.0,36.67546174142476,191.18156400087503,192.89157961515681,200.9313833172836,192.96499999999997,184.99861668271635,1.9964285714285748,-0.01667949704901206,-0.027164254887027117,0.00941617914608365,392.6,-1.7100156142817866,-1.7148095960714487
2024-02-01T10:30:00.000Z,191.65,192.05,191.2,191.25,189.0,36.67546174142476,191.19208828966552,192.76930932561302,200.45981349909195,192.6825,184.90518650090806,2.0035714285714334,-0.015950604579367145,-0.028694768918232638,0.0094132509371798,402.0,-1.5772210359475025,-1.6864528910323413
2024-02-01T11:00:00.000Z,191.0,192.05,191.0,191.9,195.0,40.10554089709762,191.30100211002264,192.70558784176646,199.92067346179442,192.4225,184.9243265382056,2.017857142857149,0.014002642007926003,-0.026382546930492135,0.009460567838743592,404.0,-1.404585731743822,-1.6309184521889675
2024-02-01T11:30:00.000Z,191.9,192.05,191.7,191.8,147.0,39.25729442970826,191.37779264847057,192.64186625855572,199.39328817729847,192.175,184.95671182270155,1.989285714285722,0.01401004493787994,-0.025158831003811888,0.009461361434474246,398.0,-1.2640736100851484,-1.5617444488397632
2024-02-01T12:00:00.000Z,191.8,191.85,190.85,191.45,181.0,40.65934065934066,191.38887118656618,192.54887727230792,198.9153400218952,191.94,184.9646599781048,1.8892857142857216,0.0221569674319273,-0.023961254142238153,0.009452929756288864,396.85,-1.1600060857417418,-1.4755238251200065
2024-02-01T12:30:00.000Z,191.5,191.5,190.8,191.0,202.0,40.77134986225897,191.32909244122604,192.44153541736114,198.31931217888464,191.6675,185.01568782111534,1.8285714285714363,0.025503355704697972,-0.027742428098752825,0.00943441986111946,401.0,-1.1124429761350996,-1.412136578480421
2024-02-01T13:00:00.000Z,191.0,192.15,191.0,191.8,496.0,59.20577617328522,191.40165657236736,192.4121528627028,197.65206317532383,191.425,185.1979368246762,1.489285714285722,0.031182795698924792,-0.0246631070429697,0.00950292882353209,417.45,-1.0104962903354533,-1.3544613322377081
2024-02-01T13:30:00.000Z,191.8,192.7,191.6,192.0,463.0,60.21505376344083,191.49375699844242,192.38901281587496,197.01068961417522,191.21,185.4093103858248,1.5035714285714354,0.02427313950386778,-0.021905247070810097,0.009514894462292528,433.2,-0.8952558174325418,-1.271849152434093
2024-02-01T14:00:00.000Z,192.05,193.6,191.8,193.1,519.0,71.96969696969688,191.74093187680757,192.45108372666786,196.57625482755327,191.0825,185.58874517244675,1.4857142857142907,0.0028564009348219788,-0.013033478149757305,0.009616705035426845,450.6,-0.7101518498602957,-1.171255594119644
2024-02-01T14:30:00.000Z,193.1,193.55,191.45,191.7,530.0,70.11070110701101,191.73471686772174,192.40821208617393,195.90443964651084,190.875,185.84556035348916,1.5392857142857193,-0.005447470817120714,-0.02118968598417159,0.009720066589853268,462.15,-0.6734952184521887,-1.0876443862580114
2024-02-01T15:00:00.000Z,191.65,192.7,191.25,192.15,567.0,72.36363636363635,191.79866282435364,192.39781865889398,195.4553277499527,190.74,186.02467225004733,1.5500000000000032,0.002870563674321591,-0.01385681293302532,0.009698243544070593,463.55,-0.5991558345403405,-1.0008535851004567
2024-02-01T15:30:00.000Z,192.15,193.7,192.1,193.45,502.0,72.05882352941173,192.05258057728508,192.45493223199733,195.28066416012706,190.695,186.10933583987293,1.500000000000004,0.011503267973856257,-0.004630820684332404,0.009824994856134021,466.25,-0.4023516547122483,-0.8551444155792651
2024-02-01T16:00:00.000Z,193.45,193.45,192.45,193.15,364.0,53.40909090909089,192.22135376419263,192.49701353988058,195.54805471030673,190.89,186.23194528969324,1.171428571428574,0.006513809275664473,0.020607661822985568,0.007700283037438236,439.45,-0.27565977568795574,-0.7275015854007232
2024-02-01T16:30:00.000Z,193.1,194.3,192.95,194.1,488.0,57.06806282722511,192.51042817952333,192.62381487205317,195.93035378124776,191.1375,186.34464621875222,1.1964285714285754,0.011991657977059367,0.026169706582077623,0.007737813737190296,435.0,-0.11338669252984346,-0.6147465229982303
2024-02-01T17:00:00.000Z,194.15,194.95,193.3,193.7,697.0,61.93181818181817,192.69341327007035,192.69950149174508,196.02065622533812,191.45749999999998,186.89434377466185,1.2250000000000025,0.011752415774353597,0.03416978109983981,0.007337065881778649,440.05,-0.006088221674730221,-0.4879809046476666
2024-02-01T17:30:00.000Z,193.8,194.45,193.75,194.35,275.0,67.03296703296701,192.94828141990163,192.82310423956906,195.88544406465815,191.8625,187.83955593534188,1.2178571428571436,0.01753926701570685,0.04348993288590597,0.007137918064120145,428.55,0.12517718033257097,-0.3670272736802405
