feature,importance
ema_fast,4031.94427960366
ema_slow,3738.4176637530327
macd_signal,1897.3545994758606
macd_strength,1642.8609102964401
macd,1245.7148295789957
price_ema_slow_dist,1000.3367736339569
rsi,994.9177856445312
macd_hist,956.7538102865219
ema_cross_pct,953.9687037467957
range,798.3125683665276
return_12,785.3573024123907
lower_shadow,734.6014962717891
return_6,716.153960943222
price_ema_fast_dist,683.7887686192989
range_pct,670.1813714504242
upper_shadow,612.4089352935553
ema_cross,593.2728535532951
macd_hist_change,584.7973489761353
return_3,478.9139514565468
rsi_normalized,442.6288447715342
rsi_divergence,411.65028941631317
body,346.6442559361458
return_1,335.53096747398376
body_pct,197.55080626904964
signal_convergence,124.4689012169838
log_return,87.15521661937237
macd_cross_signal,41.1570200920105
ema_cross_signal,10.79889965057373
is_bullish,9.34561014175415
rsi_oversold,0.0
rsi_overbought,0.0
