feature,importance
bb_lower,0.0002689893212846073
atr_ratio,0.00017764717244972417
rsi,9.770546814991121e-05
bb_upper,8.250849896285217e-05
atr_normalized,7.641604952368652e-05
bb_width,5.670572966209875e-05
price_bb_lower_dist,5.575959914949635e-05
range,4.4304550101514906e-05
atr_ma,3.002461974688231e-05
bb_middle,2.7653379561343172e-05
return_12,2.4184899871215748e-05
range_pct,5.6980397857842036e-06
bb_position,0.0
bb_breakout_lower,0.0
bb_position_normalized,0.0
price_bb_upper_dist,0.0
bb_breakout_upper,0.0
rsi_oversold,0.0
rsi_divergence,0.0
log_return,0.0
rsi_overbought,0.0
rsi_normalized,0.0
return_6,0.0
return_3,0.0
return_1,0.0
is_bullish,0.0
lower_shadow,0.0
upper_shadow,0.0
body_pct,0.0
body,0.0
atr,0.0
signal_convergence,0.0
