feature,importance
bb_width,3.893221813200398e-05
atr_ratio,3.699210222407601e-05
bb_lower,3.2597217938246104e-05
price_bb_lower_dist,2.6376315162224273e-05
bb_upper,2.205896463181034e-05
rsi,2.0713776301084508e-05
range,1.9791574004557333e-05
atr,1.7125680923157915e-05
rsi_divergence,1.6668479887016474e-05
atr_normalized,1.3332952001121612e-05
rsi_normalized,1.1864439898090495e-05
atr_ma,1.1419167726955948e-05
range_pct,9.748246043272957e-06
bb_position,8.290559254220398e-06
lower_shadow,7.81164203544904e-06
return_3,7.73360906691778e-06
price_bb_upper_dist,7.517320398164884e-06
bb_middle,3.933040595427428e-06
body_pct,3.8140339029268944e-06
return_12,2.5116279829262567e-06
bb_position_normalized,2.294349954468089e-06
body,2.2271199782153417e-06
return_6,1.0762454145663014e-06
return_1,5.83434501599811e-07
upper_shadow,2.746899951944215e-07
bb_breakout_lower,0.0
log_return,0.0
bb_breakout_upper,0.0
rsi_oversold,0.0
rsi_overbought,0.0
is_bullish,0.0
signal_convergence,0.0
