feature,importance
bb_lower,1595.5808639526367
bb_middle,1515.7949934005737
atr_ma,1288.1988755464554
atr_ratio,1225.249743103981
bb_upper,1004.348240852356
bb_width,809.6181535571814
atr,707.8498239517212
price_bb_lower_dist,541.367757320404
atr_normalized,507.81443977355957
price_bb_upper_dist,356.60734963417053
rsi,321.69967794418335
return_12,294.7079312801361
rsi_normalized,293.71763038635254
range_pct,259.6331354379654
bb_position_normalized,251.32324767112732
bb_position,249.85792016983032
lower_shadow,160.1445803642273
return_3,157.70155143737793
return_6,152.77248191833496
range,131.89566135406494
body_pct,82.31178951263428
return_1,80.17321062088013
upper_shadow,58.83973979949951
body,41.077759981155396
rsi_divergence,35.3295202255249
log_return,24.750840187072754
signal_convergence,6.673009872436523
bb_breakout_upper,0.0
bb_breakout_lower,0.0
rsi_oversold,0.0
rsi_overbought,0.0
is_bullish,0.0
