feature,importance
bb_middle,13246.645524024963
bb_lower,11257.092336177826
atr_ma,10056.288383126259
bb_upper,9630.626783370972
atr_ratio,9065.127951145172
bb_width,6533.864498615265
atr,6282.014417648315
atr_normalized,5590.017608642578
rsi,3557.8615543842316
price_bb_lower_dist,3356.220860004425
price_bb_upper_dist,2693.8576809614897
bb_position,1937.475965499878
range,1917.3353779315948
return_6,1896.8778700828552
return_12,1875.0120162963867
rsi_normalized,1865.3934020996094
range_pct,1745.9105405807495
return_3,1315.544926404953
bb_position_normalized,955.1766369342804
lower_shadow,921.1227202415466
upper_shadow,803.8846378326416
rsi_divergence,714.9797432422638
return_1,423.0238285064697
body_pct,349.82332038879395
body,274.41208028793335
log_return,70.6750602722168
signal_convergence,35.258999824523926
bb_breakout_upper,11.818400382995605
rsi_overbought,10.163299560546875
bb_breakout_lower,0.0
rsi_oversold,0.0
is_bullish,0.0
