feature,importance
ema_fast,9.38422778773429e-05
ema_slow,3.5076590549465436e-05
macd_signal,3.1757909368934634e-05
atr_ratio,2.0187630070722662e-05
ema_cross_pct,1.85151758671509e-05
ema_cross,6.785239975215518e-06
range_pct,6.24410688487842e-06
macd_strength,4.3319634457361644e-06
atr_ma,3.6035100379194773e-06
price_ema_slow_dist,2.2556901058123913e-06
macd_hist,1.5500799577239377e-06
return_12,1.2026099511786015e-06
macd,9.534967126967331e-07
range,9.036210002477674e-08
return_1,0.0
return_3,0.0
atr,0.0
atr_normalized,0.0
macd_cross_signal,0.0
macd_hist_change,0.0
body,0.0
body_pct,0.0
price_ema_fast_dist,0.0
ema_cross_signal,0.0
upper_shadow,0.0
lower_shadow,0.0
log_return,0.0
is_bullish,0.0
return_6,0.0
signal_convergence,0.0
