feature,importance
ema_fast,0.00013691134649918002
ema_slow,0.00012205595361858279
macd_signal,8.216065693103514e-05
atr_ratio,5.920554313831872e-05
macd,2.454390623540803e-05
atr_ma,2.4226639951052675e-05
range_pct,1.6079229908427806e-05
ema_cross,1.5184251964228679e-05
ema_cross_pct,1.3575204834026522e-05
macd_strength,1.1911002992803787e-05
macd_hist,1.0965467097001635e-05
atr_normalized,9.962877119740199e-06
return_12,9.124075944555443e-06
price_ema_slow_dist,2.3474679551327426e-06
lower_shadow,2.172244023768144e-06
return_1,2.063532186014072e-06
return_3,1.5980999705789145e-06
log_return,7.384829814327531e-07
price_ema_fast_dist,1.4642199630543473e-07
macd_hist_change,1.0897299773660052e-07
is_bullish,0.0
ema_cross_signal,0.0
return_6,0.0
upper_shadow,0.0
macd_cross_signal,0.0
body_pct,0.0
body,0.0
range,0.0
atr,0.0
signal_convergence,0.0
