feature,importance
atr_ma,5700.610755119473
atr_ratio,5519.854853004217
bb_upper,5478.403761565685
ema_fast,5239.852066218853
bb_width,4737.525822728872
bb_lower,4727.196418195963
ema_slow,4289.131327867508
bb_middle,3842.0624114871025
atr_normalized,3807.977434396744
atr,2507.9802551222965
ema_cross,2280.6231240928173
rsi,2140.199843287468
ema_cross_pct,2061.6779572963715
price_bb_upper_dist,1568.289726510644
price_bb_lower_dist,1374.236548960209
price_ema_slow_dist,1187.8779941797256
rsi_normalized,905.1088629961014
range,895.5514953136444
range_pct,869.9393957257271
bb_position_normalized,745.8231528997421
bb_position,657.2228858470917
return_6,577.1149704456329
upper_shadow,492.9254820346832
price_ema_fast_dist,456.54555943608284
return_12,448.95450592041016
return_3,412.91890501976013
signal_convergence,367.5175383090973
lower_shadow,336.26104962825775
rsi_divergence,229.2237543463707
return_1,142.37876105308533
body_pct,136.89509844779968
body,132.35672280192375
log_return,29.557250499725342
is_bullish,18.62168025970459
ema_cross_signal,0.0
bb_breakout_upper,0.0
bb_breakout_lower,0.0
rsi_oversold,0.0
rsi_overbought,0.0
