feature,importance
atr_ratio,0.00012783962543494454
bb_middle,9.842745792099095e-05
bb_upper,9.500360215497494e-05
bb_width,9.055430047943958e-05
bb_lower,7.417443055146578e-05
atr,3.929728700313717e-05
atr_normalized,2.7080632767351176e-05
rsi_normalized,2.207900001849339e-05
price_bb_upper_dist,2.1902691116792994e-05
atr_ma,1.549160015201778e-05
range,1.5146835266932612e-05
bb_position_normalized,1.2296860290916811e-05
rsi,1.025789970299229e-05
lower_shadow,8.146840173139935e-06
range_pct,6.568824986175059e-06
return_6,6.1239391584422265e-06
upper_shadow,5.057880116510205e-06
return_3,4.331179979999433e-06
price_bb_lower_dist,3.660710035546799e-06
return_12,3.047629888897063e-06
body_pct,1.9767699086514767e-06
body,2.7435399374553526e-07
bb_breakout_lower,0.0
bb_breakout_upper,0.0
log_return,0.0
bb_position,0.0
rsi_divergence,0.0
rsi_oversold,0.0
rsi_overbought,0.0
return_1,0.0
is_bullish,0.0
signal_convergence,0.0
