feature,importance
ema_fast,3494.1551588773727
ema_slow,3477.898887036834
macd_strength,2153.3555959537625
macd_signal,2039.2494440823793
ema_cross_pct,1590.5900497436523
macd,1516.9463372379541
macd_hist,1435.8515680134296
return_12,1337.5545219890773
price_ema_slow_dist,1182.3201867043972
macd_hist_change,1165.4085165262222
rsi,1144.3551796078682
return_6,1116.5911040306091
rsi_divergence,975.170256793499
upper_shadow,968.5313585661352
return_3,953.265193047002
range,924.7957398891449
lower_shadow,900.1583562791348
price_ema_fast_dist,802.8852161169052
body,758.1621717214584
range_pct,741.5900588035583
rsi_normalized,651.3302999734879
return_1,647.2660866454244
ema_cross,593.7703939080238
body_pct,506.66370940208435
log_return,241.1886161863804
signal_convergence,92.59563040733337
macd_cross_signal,37.46169948577881
is_bullish,8.821060061454773
ema_cross_signal,0.0
rsi_oversold,0.0
rsi_overbought,0.0
