feature,importance
ema_fast,0.00015903338757275454
range_pct,0.00015705061617765637
ema_slow,0.0001474687106415972
macd_signal,0.0001246875339862008
range,8.829001757248989e-05
rsi_divergence,8.684719211693448e-05
rsi,7.024291028212559e-05
lower_shadow,7.00066286215403e-05
return_12,6.593400921673515e-05
macd,6.44237633536382e-05
ema_cross_pct,6.063530418920493e-05
return_3,4.9901176442306494e-05
macd_strength,4.969412543309737e-05
return_1,4.7824220502284964e-05
macd_hist_change,4.656280385966459e-05
rsi_normalized,4.582132812203099e-05
upper_shadow,4.5475032360076106e-05
macd_hist,3.968916062024874e-05
return_6,3.959558047839096e-05
price_ema_slow_dist,3.2692803968004114e-05
body_pct,2.6780641278253275e-05
body,2.1350333694769574e-05
ema_cross,1.4708187529244299e-05
price_ema_fast_dist,1.38045931614688e-05
log_return,1.3409451863566346e-05
rsi_overbought,0.0
rsi_oversold,0.0
ema_cross_signal,0.0
macd_cross_signal,0.0
is_bullish,0.0
signal_convergence,0.0
