feature,importance
range_pct,9.983907462718378e-05
ema_fast,9.720065782381493e-05
ema_slow,8.468832943675508e-05
rsi_divergence,6.177085973058105e-05
macd_signal,6.0988416116014577e-05
rsi,5.732825279913811e-05
return_12,4.9615412764936195e-05
ema_cross_pct,4.372842742328409e-05
upper_shadow,4.361185324341932e-05
lower_shadow,4.310578909841843e-05
macd,4.302558778668253e-05
macd_strength,4.097303871575253e-05
range,3.9750912332867094e-05
rsi_normalized,3.973704736992545e-05
macd_hist_change,3.419169494067731e-05
price_ema_slow_dist,3.1076493616388756e-05
return_1,2.8922404584963424e-05
macd_hist,2.5823783024847557e-05
return_3,2.1395598277962335e-05
ema_cross,2.0621483213911773e-05
body,2.0126811417497947e-05
return_6,1.77898944264121e-05
body_pct,1.5753875274526763e-05
price_ema_fast_dist,1.2147247868909972e-05
log_return,8.41569891463223e-06
macd_cross_signal,0.0
rsi_oversold,0.0
ema_cross_signal,0.0
rsi_overbought,0.0
is_bullish,0.0
signal_convergence,0.0
