feature,importance
ema_slow,9.289331953166169e-05
ema_fast,8.381089632125693e-05
macd_signal,5.438539889990324e-05
atr_ma,4.48044136085457e-05
atr_ratio,4.2322384715021144e-05
macd_hist,1.0705391522591867e-05
macd,1.0542545159530903e-05
ema_cross_pct,9.370924885843124e-06
return_12,8.072604709141729e-06
macd_strength,7.724229368122337e-06
ema_cross,7.592900033159822e-06
range_pct,7.183927920095812e-06
atr_normalized,5.577337919504544e-06
upper_shadow,2.7328470935117366e-06
return_1,2.005720034503611e-06
body,1.4234850027605717e-06
price_ema_slow_dist,1.0318929923869291e-06
atr,7.238460000280611e-07
lower_shadow,4.593111326833821e-07
macd_hist_change,2.7060198704020877e-07
range,8.049370059382e-08
macd_cross_signal,0.0
ema_cross_signal,0.0
price_ema_fast_dist,0.0
log_return,0.0
body_pct,0.0
return_6,0.0
return_3,0.0
is_bullish,0.0
signal_convergence,0.0
