feature,importance
atr_ma,629.0496720671654
atr_ratio,576.3911614865065
bb_lower,521.7301976680756
bb_upper,471.52508330345154
atr_normalized,307.88375091552734
bb_width,303.22405260801315
rsi,294.911394149065
bb_middle,281.63194785267115
atr,272.20867815613747
return_12,243.6011323928833
lower_shadow,224.77809035778046
return_6,214.82483053207397
return_1,204.41744089126587
price_bb_upper_dist,200.43811106681824
price_bb_lower_dist,188.30981814861298
bb_position,171.25670957565308
return_3,152.62231010198593
rsi_divergence,149.35244065523148
range,143.0706785917282
upper_shadow,142.25724613666534
rsi_normalized,140.66063022613525
bb_position_normalized,110.7315411567688
range_pct,108.26151776313782
body,106.57140028476715
body_pct,41.8489294052124
log_return,29.917229413986206
signal_convergence,12.488190174102783
bb_breakout_upper,0.0
bb_breakout_lower,0.0
rsi_oversold,0.0
rsi_overbought,0.0
is_bullish,0.0
