feature,importance
ema_fast,1482.4736104011536
ema_slow,1374.686490535736
atr_ma,1295.0166516304016
atr_ratio,1037.6042304039001
macd_signal,888.6315250396729
atr,737.8602924346924
macd_hist,672.6432781219482
macd_strength,665.1590595245361
return_12,552.384771823883
return_6,522.7571096420288
atr_normalized,493.491482257843
price_ema_slow_dist,426.9846816062927
macd,414.6883201599121
ema_cross_pct,366.81515073776245
macd_hist_change,346.43299865722656
return_3,286.63492727279663
price_ema_fast_dist,257.295521736145
range,233.5205397605896
upper_shadow,207.44668054580688
lower_shadow,204.4238703250885
ema_cross,132.65367984771729
body_pct,128.6671018600464
return_1,126.75577020645142
range_pct,120.38863945007324
body,114.10853052139282
signal_convergence,45.95554065704346
log_return,6.9376301765441895
is_bullish,5.537020206451416
macd_cross_signal,0.0
ema_cross_signal,0.0
