feature,importance
atr_ratio,9.831309853325365e-05
bb_lower,7.624268665296086e-05
atr_ma,7.406629993056413e-05
macd_signal,6.349226077873027e-05
ema_slow,4.8479500037501566e-05
bb_width,4.67709014628781e-05
bb_middle,3.488709990051575e-05
ema_fast,3.172641972071233e-05
macd_hist,3.013030072906986e-05
atr,2.800470065267291e-05
ema_cross_pct,2.1784400814794935e-05
price_bb_upper_dist,1.8870399799197912e-05
return_6,1.0269899576087482e-05
bb_upper,7.807269867043942e-06
body,2.349559963477077e-06
rsi,1.5854700450290693e-06
bb_breakout_lower,0.0
bb_breakout_upper,0.0
macd_hist_change,0.0
price_bb_lower_dist,0.0
price_ema_fast_dist,0.0
bb_position_normalized,0.0
macd_strength,0.0
bb_position,0.0
atr_normalized,0.0
price_ema_slow_dist,0.0
macd_cross_signal,0.0
rsi_overbought,0.0
ema_cross_signal,0.0
is_bullish,0.0
macd,0.0
range,0.0
range_pct,0.0
body_pct,0.0
upper_shadow,0.0
lower_shadow,0.0
return_1,0.0
ema_cross,0.0
return_3,0.0
return_12,0.0
log_return,0.0
rsi_normalized,0.0
rsi_oversold,0.0
rsi_divergence,0.0
signal_convergence,0.0
