feature,importance
ema_slow,0.0007069506302694872
ema_cross_pct,0.00021544436797427124
ema_fast,0.00014890060322159115
macd,0.00013714955433030696
macd_signal,0.00013088855325804616
rsi,0.00011125899357722346
macd_strength,0.000101119231658231
range_pct,6.337769247011238e-05
macd_hist,6.024198403054015e-05
return_12,4.312923558558168e-05
upper_shadow,2.824351008712256e-05
ema_cross,1.7709650137476274e-05
range,1.6356485900814732e-05
body_pct,9.540595158341603e-06
rsi_divergence,7.713899890404718e-06
body,3.1024900408738176e-06
signal_convergence,2.99338989862008e-06
lower_shadow,2.434380007798609e-06
price_ema_slow_dist,1.3788200021735975e-06
rsi_normalized,0.0
rsi_overbought,0.0
rsi_oversold,0.0
is_bullish,0.0
log_return,0.0
return_6,0.0
ema_cross_signal,0.0
price_ema_fast_dist,0.0
return_3,0.0
macd_hist_change,0.0
macd_cross_signal,0.0
return_1,0.0
