feature,importance
ema_fast,2424.1127783060074
atr_ma,2099.8150210380554
ema_slow,2004.7405425310135
atr_ratio,1424.5216431617737
atr,1365.517894744873
atr_normalized,1268.5646524429321
return_12,1118.2614731788635
macd_strength,1014.0109996795654
macd_signal,996.756227850914
macd_hist,996.2441816926003
macd,815.2028928697109
ema_cross_pct,741.494469165802
price_ema_slow_dist,691.2803701162338
return_6,538.4041872620583
macd_hist_change,486.2566493153572
range,393.4762684106827
return_3,392.635130405426
lower_shadow,369.721800327301
range_pct,329.3975100517273
ema_cross,301.3113799095154
return_1,287.2176594734192
upper_shadow,256.5068616271019
price_ema_fast_dist,244.04404878616333
body_pct,169.896009683609
body,163.82473063468933
log_return,102.21666216850281
signal_convergence,38.52524948120117
is_bullish,18.04010009765625
macd_cross_signal,0.0
ema_cross_signal,0.0
