feature,importance
ema_slow,0.000496430737822573
macd_signal,0.00016392071373161343
ema_cross_pct,0.00011802408849348467
ema_fast,9.414533770968347e-05
atr_ma,3.4166018963333045e-05
macd_hist,2.2428012755426607e-05
macd,1.6254799959369848e-05
return_12,1.5542899120646325e-05
macd_strength,8.964730113802943e-06
atr_ratio,7.987499884620775e-06
body_pct,0.0
upper_shadow,0.0
atr,0.0
atr_normalized,0.0
macd_cross_signal,0.0
macd_hist_change,0.0
range,0.0
price_ema_slow_dist,0.0
price_ema_fast_dist,0.0
ema_cross_signal,0.0
range_pct,0.0
ema_cross,0.0
log_return,0.0
body,0.0
return_6,0.0
return_3,0.0
return_1,0.0
is_bullish,0.0
lower_shadow,0.0
signal_convergence,0.0
