feature,importance
bb_lower,0.00044635053506425493
bb_middle,0.00020827064054174116
ema_cross_pct,0.00014857542726076645
price_bb_lower_dist,0.00014088750094742863
atr_ratio,0.00012012584920739755
atr_ma,0.00011807629084614746
bb_width,0.00011792013390277134
bb_upper,0.00010871844779103412
ema_cross,7.505658140871674e-05
ema_slow,7.017818101887063e-05
rsi,6.968771535298401e-05
atr,4.766389579913266e-05
range_pct,4.3943709215454874e-05
rsi_normalized,3.173378991050413e-05
price_ema_slow_dist,2.1555100829573348e-05
atr_normalized,2.0822200895054266e-05
range,1.079006005966221e-05
bb_position_normalized,7.502630069211591e-06
ema_fast,7.374950200755848e-06
return_1,0.0
body,0.0
bb_breakout_lower,0.0
bb_breakout_upper,0.0
body_pct,0.0
price_bb_upper_dist,0.0
bb_position,0.0
upper_shadow,0.0
price_ema_fast_dist,0.0
return_3,0.0
ema_cross_signal,0.0
lower_shadow,0.0
is_bullish,0.0
rsi_divergence,0.0
rsi_oversold,0.0
rsi_overbought,0.0
log_return,0.0
return_12,0.0
return_6,0.0
signal_convergence,0.0
