feature,importance
bb_lower,0.0006417262761715392
bb_width,0.0003896977470958518
ema_cross_pct,0.00023298044050079625
bb_upper,0.00018443148246660712
ema_slow,0.00016327658454429184
bb_middle,6.303738365431855e-05
ema_cross,4.086280978299328e-05
ema_fast,2.7649989874589664e-05
price_bb_lower_dist,1.9269170479674358e-05
bb_position,1.1586575226374407e-05
rsi,9.42004021453613e-06
return_12,7.5563398240774404e-06
price_bb_upper_dist,5.849380102063151e-06
bb_breakout_lower,0.0
bb_breakout_upper,0.0
atr_normalized,0.0
bb_position_normalized,0.0
atr_ma,0.0
price_ema_slow_dist,0.0
price_ema_fast_dist,0.0
atr_ratio,0.0
ema_cross_signal,0.0
rsi_normalized,0.0
rsi_divergence,0.0
rsi_oversold,0.0
rsi_overbought,0.0
log_return,0.0
return_6,0.0
return_3,0.0
return_1,0.0
is_bullish,0.0
lower_shadow,0.0
upper_shadow,0.0
body_pct,0.0
body,0.0
range_pct,0.0
range,0.0
atr,0.0
signal_convergence,0.0
