feature,importance
ema_cross_pct,282.61017990112305
price_ema_slow_dist,260.99817180633545
range,247.21732187271118
ema_fast,227.1698498725891
ema_slow,225.3711609840393
return_1,182.03385877609253
price_ema_fast_dist,162.27643060684204
rsi,160.88147115707397
macd,152.14393997192383
return_12,151.90514183044434
rsi_divergence,150.8746886253357
macd_hist_change,149.6227102279663
range_pct,146.4526813030243
lower_shadow,141.15312123298645
macd_strength,125.79067993164062
macd_hist,125.18694067001343
upper_shadow,118.7434310913086
macd_signal,113.2967700958252
return_6,111.50535917282104
body,63.25879096984863
rsi_normalized,57.794519901275635
body_pct,56.42466926574707
ema_cross,46.73710060119629
return_3,20.266170501708984
log_return,7.144830226898193
is_bullish,0.0
ema_cross_signal,0.0
rsi_oversold,0.0
rsi_overbought,0.0
macd_cross_signal,0.0
signal_convergence,0.0
