feature,importance
bb_upper,5694.834222316742
atr_ma,5246.982777118683
atr_ratio,5020.815405320376
ema_fast,4521.847309798002
bb_width,4397.750297948718
bb_lower,4177.903964281082
ema_slow,3268.980161190033
bb_middle,3215.7240308225155
atr_normalized,2946.736421108246
atr,2405.3788311481476
ema_cross,2324.3549775481224
rsi,2120.997824072838
ema_cross_pct,1489.7265121936798
price_bb_lower_dist,1264.7464553713799
price_bb_upper_dist,1237.5369383096695
price_ema_slow_dist,1223.8024295568466
return_12,784.0518008470535
range,765.5011393427849
range_pct,751.1581906974316
rsi_normalized,693.3905440568924
return_6,647.0806186199188
bb_position,627.2571605443954
bb_position_normalized,584.3737533092499
upper_shadow,496.6739024296403
lower_shadow,415.99620397388935
price_ema_fast_dist,385.9564718604088
return_3,374.3345012664795
signal_convergence,364.3501455783844
rsi_divergence,243.04038858413696
return_1,173.03858160972595
body,107.13141004741192
body_pct,95.23490011692047
log_return,9.024775743484497
rsi_oversold,0.0
ema_cross_signal,0.0
is_bullish,0.0
bb_breakout_upper,0.0
bb_breakout_lower,0.0
rsi_overbought,0.0
