feature,importance
atr_ratio,282.59862280264497
bb_upper,248.10749340057373
bb_width,229.12157386541367
atr_normalized,209.2879164814949
atr_ma,176.50336027145386
ema_cross_pct,161.2271213531494
atr,160.57864809036255
ema_fast,157.8032102584839
price_bb_upper_dist,148.6807118356228
bb_middle,143.08561897277832
price_bb_lower_dist,123.0201325416565
bb_lower,122.92625999450684
ema_cross,113.64709043502808
ema_slow,85.14913940429688
price_ema_slow_dist,59.75025939941406
rsi_divergence,57.009639263153076
return_1,51.15887975692749
rsi,50.3063907623291
upper_shadow,46.402209758758545
range_pct,44.0380802154541
rsi_normalized,33.40253019332886
range,30.626300990581512
price_ema_fast_dist,27.07349967956543
bb_position,21.514260292053223
return_6,16.339770078659058
body_pct,14.270600318908691
body,13.425930500030518
return_12,9.996210098266602
lower_shadow,6.328609943389893
log_return,5.084239959716797
rsi_oversold,0.0
bb_breakout_upper,0.0
bb_breakout_lower,0.0
bb_position_normalized,0.0
is_bullish,0.0
rsi_overbought,0.0
return_3,0.0
ema_cross_signal,0.0
signal_convergence,0.0
