feature,importance
bb_lower,5.360728983561103e-05
bb_upper,1.4886723604945473e-05
ema_slow,1.2977956714621541e-05
bb_width,1.1833217982371025e-05
ema_fast,6.798702425925285e-06
price_bb_upper_dist,6.783557950029717e-06
ema_cross,5.6344919698858575e-06
ema_cross_pct,4.8887569050748425e-06
return_12,3.00456008517358e-07
bb_middle,9.903300224323175e-08
bb_position,0.0
ema_cross_signal,0.0
price_ema_fast_dist,0.0
price_ema_slow_dist,0.0
rsi,0.0
bb_position_normalized,0.0
bb_breakout_upper,0.0
bb_breakout_lower,0.0
atr_normalized,0.0
atr_ma,0.0
atr_ratio,0.0
price_bb_lower_dist,0.0
rsi_normalized,0.0
rsi_divergence,0.0
rsi_oversold,0.0
rsi_overbought,0.0
log_return,0.0
return_6,0.0
return_3,0.0
return_1,0.0
is_bullish,0.0
lower_shadow,0.0
upper_shadow,0.0
body_pct,0.0
body,0.0
range_pct,0.0
range,0.0
atr,0.0
signal_convergence,0.0
