feature,importance
volume_ma,67
atr_ma,66
bb_middle,44
adx,42
sma_50,42
momentum_convergence,38
bb_upper,37
volatility_ma,37
price_sma_50_dist,29
volatility,28
atr_normalized,26
bb_lower,25
atr,22
volatility_ratio,17
bb_width,16
price_bb_upper_dist,15
atr_ratio,13
stoch_d,12
rsi,12
volume_ratio,10
momentum_ratio,6
stoch_k,6
return_24,6
range_pct,6
return_12,5
return_3,5
rsi_normalized,4
sma_20,4
range,4
momentum_20,4
price_bb_lower_dist,4
bb_position_normalized,3
return_6,3
bb_position,2
price_sma_20_dist,2
body_pct,2
rsi_divergence,1
return_1,1
strong_trend,1
lower_shadow,1
bb_breakout_lower,0
stoch_overbought,0
signal_convergence,0
momentum_10,0
body,0
upper_shadow,0
stoch_oversold,0
low_volatility,0
is_bullish,0
bb_breakout_upper,0
high_volatility,0
volume_change,0
volume_spike,0
log_return,0
rsi_overbought,0
rsi_oversold,0
market_regime,0
