feature,importance
volatility_ma,15
volume_ratio,14
ema_fast,10
macd_hist,9
volume_ma,9
sma_50,7
price_sma_50_dist,6
sma_20,6
macd_strength,5
adx,4
volatility_ratio,4
ema_slow,3
return_24,3
price_sma_20_dist,2
range_pct,2
macd,2
ema_cross,2
low_volatility,1
price_ema_fast_dist,1
price_ema_slow_dist,1
ema_cross_pct,1
rsi,1
momentum_convergence,1
lower_shadow,1
upper_shadow,1
range,1
volatility,1
momentum_20,1
stoch_k,0
high_volatility,0
stoch_d,0
stoch_overbought,0
strong_trend,0
volume_change,0
signal_convergence,0
volume_spike,0
stoch_oversold,0
ema_cross_signal,0
momentum_ratio,0
macd_cross_signal,0
macd_signal,0
momentum_10,0
body,0
body_pct,0
is_bullish,0
return_1,0
return_3,0
return_6,0
return_12,0
log_return,0
rsi_normalized,0
rsi_overbought,0
rsi_oversold,0
rsi_divergence,0
macd_hist_change,0
market_regime,0
