feature,importance
volume_ma,253
atr_ma,238
volatility_ma,200
sma_50,141
ema_fast,125
momentum_convergence,125
bb_upper,121
adx,119
volatility,114
atr_normalized,109
ema_slow,97
atr,94
atr_ratio,93
stoch_d,87
bb_lower,75
ema_cross,74
bb_width,72
bb_middle,69
price_sma_50_dist,67
volatility_ratio,63
ema_cross_pct,56
stoch_k,48
rsi,47
rsi_normalized,45
range,41
return_24,40
price_bb_upper_dist,37
volume_ratio,33
momentum_ratio,32
sma_20,31
return_6,27
momentum_20,24
rsi_divergence,21
price_bb_lower_dist,19
range_pct,18
return_12,17
bb_position,15
bb_position_normalized,14
lower_shadow,13
price_ema_slow_dist,11
price_ema_fast_dist,10
body,9
price_sma_20_dist,9
volume_change,8
return_3,8
momentum_10,6
upper_shadow,6
body_pct,5
return_1,4
strong_trend,4
stoch_overbought,3
rsi_oversold,1
low_volatility,1
stoch_oversold,0
signal_convergence,0
bb_breakout_lower,0
is_bullish,0
bb_breakout_upper,0
high_volatility,0
log_return,0
volume_spike,0
rsi_overbought,0
ema_cross_signal,0
market_regime,0
