feature,importance
volatility_ma,68
sma_50,42
bb_width,31
bb_middle,31
volume_ratio,29
atr_ma,28
volume_ma,23
bb_lower,20
price_bb_lower_dist,18
atr_ratio,17
adx,13
bb_upper,13
volatility,12
volatility_ratio,12
atr,9
momentum_ratio,9
stoch_d,8
momentum_convergence,8
atr_normalized,8
price_sma_50_dist,7
price_bb_upper_dist,7
price_sma_20_dist,6
rsi,5
body,4
range_pct,4
momentum_10,4
upper_shadow,4
market_regime,3
return_24,3
bb_position,2
momentum_20,2
lower_shadow,2
low_volatility,2
return_6,2
bb_position_normalized,2
return_1,1
return_12,1
return_3,1
rsi_divergence,1
body_pct,1
sma_20,1
stoch_k,1
rsi_normalized,1
bb_breakout_upper,0
signal_convergence,0
rsi_oversold,0
range,0
strong_trend,0
log_return,0
stoch_oversold,0
stoch_overbought,0
bb_breakout_lower,0
high_volatility,0
volume_change,0
volume_spike,0
rsi_overbought,0
is_bullish,0
