feature,importance
ema_fast,18
macd_signal,18
adx,16
sma_50,14
volatility,13
momentum_convergence,13
volatility_ma,13
atr_ma,12
volume_ma,12
atr,11
sma_20,9
ema_slow,8
price_sma_50_dist,7
stoch_d,7
momentum_20,6
atr_ratio,5
atr_normalized,3
price_ema_fast_dist,3
volume_ratio,2
macd,2
stoch_k,2
return_24,2
lower_shadow,2
volatility_ratio,2
range,2
range_pct,2
body,2
signal_convergence,2
volume_change,1
high_volatility,1
momentum_ratio,1
ema_cross_pct,1
macd_strength,1
return_3,1
return_6,1
strong_trend,1
low_volatility,0
price_sma_20_dist,0
stoch_overbought,0
stoch_oversold,0
macd_hist,0
volume_spike,0
macd_cross_signal,0
macd_hist_change,0
price_ema_slow_dist,0
ema_cross_signal,0
ema_cross,0
log_return,0
return_12,0
return_1,0
is_bullish,0
upper_shadow,0
body_pct,0
momentum_10,0
market_regime,0
