feature,importance
sma_50,286
volatility_ma,254
bb_lower,193
volatility_ratio,187
adx,178
macd_signal,147
volume_ma,140
bb_upper,131
bb_width,124
volatility,122
atr_ma,122
ema_slow,121
volume_ratio,117
macd_hist,97
ema_fast,83
macd_strength,82
momentum_convergence,64
atr,58
return_24,52
atr_ratio,50
rsi,46
bb_middle,46
macd,44
atr_normalized,43
momentum_ratio,38
price_bb_lower_dist,37
stoch_d,37
stoch_k,37
momentum_20,35
price_bb_upper_dist,31
return_12,28
price_sma_50_dist,28
ema_cross_pct,22
range_pct,16
return_6,16
rsi_normalized,16
price_sma_20_dist,15
momentum_10,12
bb_position,11
macd_hist_change,11
return_3,11
market_regime,8
price_ema_slow_dist,8
price_ema_fast_dist,8
range,7
sma_20,6
volume_change,6
upper_shadow,5
signal_convergence,5
ema_cross,4
body,3
return_1,2
bb_position_normalized,2
body_pct,2
rsi_divergence,2
lower_shadow,1
bb_breakout_lower,0
low_volatility,0
ema_cross_signal,0
volume_spike,0
stoch_overbought,0
stoch_oversold,0
rsi_oversold,0
strong_trend,0
is_bullish,0
rsi_overbought,0
log_return,0
bb_breakout_upper,0
macd_cross_signal,0
high_volatility,0
