feature,importance
volume_ma,20
volatility_ma,14
ema_cross_pct,12
adx,11
atr_normalized,9
ema_cross,9
atr,9
bb_upper,9
atr_ma,7
sma_50,7
atr_ratio,6
ema_fast,6
volatility,4
bb_lower,3
price_bb_lower_dist,3
ema_slow,3
return_24,2
price_bb_upper_dist,2
volatility_ratio,2
bb_width,2
momentum_convergence,2
momentum_20,2
price_sma_50_dist,2
return_12,1
stoch_d,1
return_3,1
price_ema_fast_dist,1
bb_middle,1
stoch_k,1
sma_20,1
price_sma_20_dist,1
volume_change,0
volume_spike,0
signal_convergence,0
volume_ratio,0
stoch_oversold,0
stoch_overbought,0
high_volatility,0
low_volatility,0
strong_trend,0
bb_position,0
momentum_ratio,0
bb_breakout_lower,0
momentum_10,0
range,0
range_pct,0
body,0
body_pct,0
upper_shadow,0
lower_shadow,0
is_bullish,0
return_1,0
return_6,0
log_return,0
ema_cross_signal,0
price_ema_slow_dist,0
bb_position_normalized,0
bb_breakout_upper,0
market_regime,0
