feature,importance
atr_ma,73
sma_50,60
ema_slow,40
volume_ma,37
volatility_ma,37
adx,35
ema_fast,35
macd_signal,34
stoch_d,31
volatility,26
sma_20,22
atr,19
momentum_20,14
macd_strength,14
macd,13
volatility_ratio,11
atr_normalized,9
price_sma_50_dist,8
macd_hist,7
atr_ratio,6
return_24,6
stoch_k,5
return_6,5
momentum_convergence,5
ema_cross_pct,4
volume_ratio,3
range,2
price_sma_20_dist,2
macd_hist_change,2
upper_shadow,1
lower_shadow,1
return_3,1
range_pct,1
momentum_10,1
stoch_oversold,0
body,0
stoch_overbought,0
low_volatility,0
strong_trend,0
body_pct,0
signal_convergence,0
return_12,0
volume_spike,0
high_volatility,0
volume_change,0
momentum_ratio,0
is_bullish,0
return_1,0
macd_cross_signal,0
price_ema_slow_dist,0
price_ema_fast_dist,0
ema_cross_signal,0
ema_cross,0
log_return,0
market_regime,0
