feature,importance
volume_ma,62
sma_50,62
volatility_ma,53
atr_ma,51
bb_upper,34
ema_slow,34
bb_lower,32
price_sma_50_dist,29
ema_fast,23
adx,19
volatility,18
price_bb_lower_dist,16
bb_width,14
bb_middle,14
momentum_10,13
price_sma_20_dist,13
return_24,12
ema_cross,11
atr_normalized,8
atr,8
volume_ratio,6
return_12,5
volatility_ratio,5
atr_ratio,4
price_ema_fast_dist,4
ema_cross_pct,4
momentum_20,3
return_6,2
sma_20,2
stoch_d,2
stoch_k,1
momentum_convergence,1
range_pct,1
price_bb_upper_dist,1
bb_position_normalized,1
upper_shadow,1
body_pct,1
price_ema_slow_dist,1
stoch_overbought,0
signal_convergence,0
stoch_oversold,0
strong_trend,0
low_volatility,0
high_volatility,0
bb_position,0
volume_change,0
volume_spike,0
momentum_ratio,0
bb_breakout_lower,0
bb_breakout_upper,0
ema_cross_signal,0
log_return,0
return_3,0
return_1,0
is_bullish,0
lower_shadow,0
body,0
range,0
market_regime,0
