feature,importance
volume_ma,65
volatility_ma,48
sma_50,45
ema_fast,25
ema_slow,17
adx,15
macd_hist,14
sma_20,13
macd_signal,12
volatility,12
macd_strength,12
return_12,10
return_24,9
volatility_ratio,9
price_sma_50_dist,8
momentum_10,5
price_sma_20_dist,4
macd,4
price_ema_slow_dist,3
momentum_20,3
momentum_convergence,3
rsi,2
volume_ratio,2
stoch_d,2
ema_cross_pct,1
macd_hist_change,1
range,1
low_volatility,0
high_volatility,0
stoch_k,0
stoch_oversold,0
volume_change,0
strong_trend,0
signal_convergence,0
volume_spike,0
stoch_overbought,0
ema_cross_signal,0
momentum_ratio,0
return_3,0
range_pct,0
body,0
body_pct,0
upper_shadow,0
lower_shadow,0
is_bullish,0
return_1,0
return_6,0
macd_cross_signal,0
log_return,0
rsi_normalized,0
rsi_overbought,0
rsi_oversold,0
rsi_divergence,0
ema_cross,0
price_ema_fast_dist,0
market_regime,0
