feature,importance
sma_50,83
atr_ma,70
volume_ma,59
bb_upper,53
volatility_ma,50
bb_lower,50
bb_width,37
adx,37
ema_cross,37
atr_ratio,36
atr,28
volatility,28
ema_slow,27
volatility_ratio,26
price_bb_lower_dist,26
ema_fast,26
return_24,22
bb_middle,22
ema_cross_pct,21
price_sma_50_dist,19
momentum_convergence,17
stoch_d,17
atr_normalized,16
bb_position,16
volume_ratio,11
price_sma_20_dist,10
momentum_20,8
return_12,8
return_3,7
price_ema_slow_dist,6
stoch_k,6
upper_shadow,6
return_6,5
momentum_10,5
lower_shadow,4
sma_20,4
volume_change,4
momentum_ratio,2
price_bb_upper_dist,2
price_ema_fast_dist,2
body,1
range,1
range_pct,1
bb_position_normalized,1
strong_trend,0
stoch_overbought,0
signal_convergence,0
stoch_oversold,0
log_return,0
volume_spike,0
low_volatility,0
high_volatility,0
body_pct,0
ema_cross_signal,0
is_bullish,0
return_1,0
bb_breakout_lower,0
bb_breakout_upper,0
market_regime,0
