feature,importance
volume_ma,48
atr_ma,42
sma_50,41
volatility_ma,40
adx,34
atr,27
macd_strength,26
ema_fast,23
atr_normalized,22
sma_20,21
ema_cross_pct,16
atr_ratio,16
macd_hist,15
macd_signal,14
volatility_ratio,12
price_sma_20_dist,11
return_24,11
macd,10
ema_slow,10
volatility,10
price_sma_50_dist,7
ema_cross,6
stoch_d,6
volume_ratio,5
momentum_ratio,5
momentum_10,5
price_ema_fast_dist,4
return_6,4
momentum_convergence,4
return_12,3
momentum_20,2
upper_shadow,2
return_3,2
price_ema_slow_dist,2
range,1
body,1
macd_hist_change,1
range_pct,1
stoch_oversold,0
signal_convergence,0
is_bullish,0
return_1,0
log_return,0
strong_trend,0
body_pct,0
stoch_k,0
stoch_overbought,0
ema_cross_signal,0
low_volatility,0
high_volatility,0
volume_change,0
volume_spike,0
macd_cross_signal,0
lower_shadow,0
market_regime,0
