feature,importance
volume_ma,58
atr_ma,56
volatility_ma,49
adx,40
momentum_convergence,29
ema_fast,29
bb_upper,29
stoch_d,27
ema_slow,26
atr,25
volatility,24
sma_50,24
ema_cross_pct,20
atr_normalized,20
price_sma_50_dist,19
bb_middle,18
bb_lower,18
bb_width,17
atr_ratio,16
stoch_k,15
volatility_ratio,14
price_bb_upper_dist,14
ema_cross,10
volume_ratio,8
return_24,7
price_bb_lower_dist,7
momentum_ratio,5
price_ema_slow_dist,5
bb_position,4
momentum_20,4
range,4
range_pct,4
momentum_10,3
price_sma_20_dist,3
market_regime,2
volume_change,2
sma_20,2
return_6,2
return_3,2
bb_position_normalized,2
body,1
body_pct,1
lower_shadow,1
return_1,1
return_12,1
volume_spike,0
strong_trend,0
signal_convergence,0
ema_cross_signal,0
log_return,0
bb_breakout_upper,0
bb_breakout_lower,0
stoch_oversold,0
upper_shadow,0
stoch_overbought,0
is_bullish,0
low_volatility,0
high_volatility,0
price_ema_fast_dist,0
