feature,importance
atr_ma,85
macd_signal,83
ema_fast,76
ema_slow,70
sma_50,68
volatility_ma,65
volume_ma,56
volatility,55
adx,49
sma_20,38
momentum_convergence,38
atr_normalized,32
atr,23
price_sma_50_dist,19
macd,18
volatility_ratio,17
stoch_d,17
ema_cross_pct,14
momentum_20,9
macd_strength,6
volume_ratio,6
return_24,6
atr_ratio,5
price_sma_20_dist,5
return_12,4
strong_trend,4
stoch_k,3
momentum_ratio,3
macd_hist,3
ema_cross,3
return_6,3
range,3
price_ema_slow_dist,2
price_ema_fast_dist,2
return_3,2
macd_hist_change,2
market_regime,1
signal_convergence,1
upper_shadow,1
lower_shadow,1
stoch_oversold,0
momentum_10,0
range_pct,0
body,0
body_pct,0
macd_cross_signal,0
stoch_overbought,0
is_bullish,0
high_volatility,0
return_1,0
volume_change,0
volume_spike,0
log_return,0
ema_cross_signal,0
low_volatility,0
