feature,importance
atr_ma,38
adx,32
sma_50,24
bb_upper,20
volatility,19
volatility_ma,18
macd_signal,16
volume_ma,16
momentum_convergence,14
stoch_d,14
atr_normalized,12
bb_middle,12
ema_fast,12
atr_ratio,12
volatility_ratio,9
price_sma_50_dist,9
volume_ratio,8
bb_width,8
rsi,7
atr,7
ema_slow,7
macd_strength,6
return_24,5
momentum_ratio,4
price_bb_upper_dist,4
bb_lower,4
rsi_normalized,4
momentum_10,4
ema_cross_pct,3
macd_hist,3
range,3
range_pct,2
macd,2
price_ema_slow_dist,2
return_12,2
bb_position_normalized,2
signal_convergence,2
body_pct,1
upper_shadow,1
bb_position,1
momentum_20,1
price_bb_lower_dist,1
volume_change,1
ema_cross,1
sma_20,1
stoch_k,0
low_volatility,0
high_volatility,0
stoch_overbought,0
stoch_oversold,0
strong_trend,0
price_sma_20_dist,0
is_bullish,0
macd_cross_signal,0
volume_spike,0
body,0
return_1,0
macd_hist_change,0
bb_breakout_lower,0
bb_breakout_upper,0
lower_shadow,0
price_ema_fast_dist,0
ema_cross_signal,0
rsi_divergence,0
rsi_oversold,0
rsi_overbought,0
log_return,0
return_6,0
return_3,0
market_regime,0
