feature,importance
atr_ma,178
bb_upper,117
volume_ma,112
sma_50,94
volatility_ma,92
adx,90
momentum_convergence,82
ema_fast,77
stoch_d,54
volatility,52
atr,49
atr_normalized,47
price_sma_50_dist,46
ema_cross,41
bb_middle,38
bb_lower,36
atr_ratio,35
ema_slow,28
bb_width,27
ema_cross_pct,26
volatility_ratio,19
rsi_normalized,14
price_bb_upper_dist,13
volume_ratio,12
return_24,11
price_bb_lower_dist,11
range,10
rsi,9
sma_20,9
stoch_k,9
return_12,7
price_ema_slow_dist,6
return_6,5
strong_trend,4
momentum_10,3
momentum_20,3
price_sma_20_dist,3
range_pct,3
momentum_ratio,3
price_ema_fast_dist,2
volume_change,2
bb_position_normalized,2
stoch_overbought,2
upper_shadow,1
market_regime,1
bb_position,1
return_1,0
stoch_oversold,0
signal_convergence,0
rsi_divergence,0
rsi_oversold,0
bb_breakout_upper,0
bb_breakout_lower,0
body,0
rsi_overbought,0
volume_spike,0
body_pct,0
log_return,0
low_volatility,0
high_volatility,0
lower_shadow,0
ema_cross_signal,0
return_3,0
is_bullish,0
