feature,importance
ema_fast,39
volume_ma,32
volatility,29
sma_50,26
volatility_ma,25
return_24,24
adx,22
macd_strength,21
volatility_ratio,18
macd,18
ema_slow,17
sma_20,17
macd_hist,13
macd_signal,11
volume_ratio,11
momentum_20,10
rsi,10
range,9
ema_cross_pct,8
upper_shadow,7
price_sma_20_dist,7
stoch_d,6
range_pct,5
price_sma_50_dist,5
return_12,5
return_6,4
momentum_ratio,4
momentum_convergence,4
lower_shadow,3
ema_cross,3
return_3,3
momentum_10,3
macd_hist_change,3
volume_change,2
rsi_divergence,2
price_ema_slow_dist,2
signal_convergence,2
body,2
rsi_normalized,1
return_1,1
stoch_oversold,0
strong_trend,0
stoch_overbought,0
stoch_k,0
ema_cross_signal,0
low_volatility,0
high_volatility,0
volume_spike,0
macd_cross_signal,0
price_ema_fast_dist,0
rsi_oversold,0
rsi_overbought,0
log_return,0
is_bullish,0
body_pct,0
market_regime,0
