feature,importance
volume_ma,24
atr_ma,21
adx,14
sma_50,14
bb_upper,13
momentum_convergence,13
volatility,11
ema_slow,10
price_sma_50_dist,9
volatility_ma,9
ema_cross,8
atr,7
ema_fast,6
atr_normalized,5
bb_width,5
price_bb_lower_dist,4
stoch_d,4
volatility_ratio,4
bb_lower,4
rsi,4
volume_ratio,3
atr_ratio,3
price_bb_upper_dist,2
stoch_k,2
bb_middle,2
ema_cross_pct,2
momentum_20,2
range_pct,2
lower_shadow,1
rsi_normalized,1
return_6,1
range,1
momentum_ratio,1
price_sma_20_dist,1
signal_convergence,0
stoch_overbought,0
volume_spike,0
volume_change,0
sma_20,0
strong_trend,0
high_volatility,0
low_volatility,0
stoch_oversold,0
price_ema_slow_dist,0
bb_breakout_lower,0
bb_breakout_upper,0
momentum_10,0
body,0
body_pct,0
upper_shadow,0
is_bullish,0
return_1,0
return_3,0
return_12,0
return_24,0
log_return,0
rsi_overbought,0
rsi_oversold,0
rsi_divergence,0
ema_cross_signal,0
price_ema_fast_dist,0
bb_position,0
bb_position_normalized,0
market_regime,0
