feature,importance
ema_fast,7
sma_50,6
volatility,5
macd_strength,4
momentum_convergence,4
macd_signal,3
volatility_ratio,3
adx,3
ema_slow,2
price_sma_50_dist,2
rsi,1
price_ema_slow_dist,1
ema_cross_pct,1
return_24,1
stoch_d,1
return_3,1
momentum_ratio,1
lower_shadow,1
upper_shadow,1
range,1
stoch_oversold,0
stoch_k,0
low_volatility,0
high_volatility,0
strong_trend,0
volatility_ma,0
volume_change,0
volume_spike,0
sma_20,0
volume_ratio,0
price_sma_20_dist,0
signal_convergence,0
stoch_overbought,0
ema_cross_signal,0
macd_cross_signal,0
macd_hist_change,0
macd,0
momentum_10,0
momentum_20,0
volume_ma,0
range_pct,0
body,0
body_pct,0
is_bullish,0
return_1,0
return_6,0
return_12,0
log_return,0
rsi_normalized,0
rsi_overbought,0
rsi_oversold,0
rsi_divergence,0
ema_cross,0
price_ema_fast_dist,0
macd_hist,0
market_regime,0
