feature,importance
volatility_ma,94
ema_fast,87
volatility,85
sma_20,72
volume_ma,68
adx,66
sma_50,58
ema_slow,54
macd_signal,46
volatility_ratio,33
momentum_convergence,33
stoch_d,27
rsi_normalized,19
price_sma_50_dist,17
macd,13
macd_strength,13
volume_ratio,12
range,10
ema_cross_pct,10
return_12,9
return_24,9
ema_cross,8
range_pct,8
return_6,7
stoch_k,7
rsi,6
macd_hist,5
strong_trend,4
rsi_divergence,3
signal_convergence,3
momentum_10,3
momentum_20,2
price_ema_fast_dist,1
return_3,1
stoch_overbought,1
lower_shadow,1
momentum_ratio,1
body_pct,1
body,1
price_sma_20_dist,1
low_volatility,0
stoch_oversold,0
ema_cross_signal,0
high_volatility,0
volume_change,0
volume_spike,0
macd_cross_signal,0
macd_hist_change,0
price_ema_slow_dist,0
rsi_oversold,0
rsi_overbought,0
log_return,0
return_1,0
is_bullish,0
upper_shadow,0
market_regime,0
