feature,importance
atr_ma,32
volatility_ma,29
volume_ma,29
sma_50,21
macd_strength,14
macd_hist,13
macd,13
ema_slow,12
atr_ratio,11
volatility,10
return_24,9
atr,9
macd_signal,8
ema_fast,7
momentum_20,6
sma_20,6
macd_hist_change,5
ema_cross_pct,5
price_ema_slow_dist,4
return_6,4
momentum_convergence,3
upper_shadow,3
adx,3
volatility_ratio,2
range_pct,2
price_sma_20_dist,2
momentum_ratio,2
price_ema_fast_dist,2
price_sma_50_dist,2
return_12,2
momentum_10,1
stoch_k,1
ema_cross,1
range,1
volume_change,1
return_3,1
return_1,1
strong_trend,0
signal_convergence,0
stoch_oversold,0
stoch_overbought,0
stoch_d,0
lower_shadow,0
low_volatility,0
high_volatility,0
volume_spike,0
volume_ratio,0
is_bullish,0
atr_normalized,0
body,0
macd_cross_signal,0
body_pct,0
ema_cross_signal,0
log_return,0
market_regime,0
