feature,importance
ema_slow,34
sma_50,31
macd_signal,22
volatility_ma,21
volatility,20
volume_ratio,18
adx,15
atr_ratio,15
ema_fast,9
volume_ma,8
sma_20,8
macd_strength,8
range_pct,7
volatility_ratio,7
atr,4
atr_ma,4
stoch_d,3
price_sma_50_dist,3
macd_hist,3
macd,3
return_12,2
range,2
atr_normalized,2
return_3,1
price_sma_20_dist,1
stoch_k,1
upper_shadow,1
return_24,1
market_regime,1
ema_cross,1
price_ema_slow_dist,1
macd_hist_change,1
macd_cross_signal,0
ema_cross_signal,0
signal_convergence,0
log_return,0
momentum_10,0
momentum_20,0
strong_trend,0
ema_cross_pct,0
stoch_oversold,0
stoch_overbought,0
body,0
low_volatility,0
high_volatility,0
body_pct,0
price_ema_fast_dist,0
volume_change,0
lower_shadow,0
momentum_convergence,0
momentum_ratio,0
is_bullish,0
return_1,0
return_6,0
volume_spike,0
