feature,importance
sma_50,48
atr_ma,40
volume_ma,40
volatility_ma,28
ema_fast,27
bb_upper,23
atr_ratio,20
ema_cross,19
adx,19
bb_width,16
bb_lower,16
atr,14
volatility,14
price_sma_50_dist,13
price_bb_lower_dist,11
bb_middle,11
ema_slow,11
momentum_convergence,10
return_24,8
ema_cross_pct,8
volume_ratio,7
atr_normalized,5
price_ema_slow_dist,5
price_sma_20_dist,5
momentum_20,4
return_12,3
stoch_k,3
volatility_ratio,3
volume_change,2
bb_position,2
stoch_d,2
price_bb_upper_dist,2
bb_position_normalized,2
signal_convergence,2
rsi,2
momentum_10,2
body,1
return_3,1
lower_shadow,1
price_ema_fast_dist,0
high_volatility,0
range,0
range_pct,0
sma_20,0
strong_trend,0
body_pct,0
stoch_oversold,0
stoch_overbought,0
upper_shadow,0
low_volatility,0
is_bullish,0
ema_cross_signal,0
return_1,0
volume_spike,0
return_6,0
log_return,0
momentum_ratio,0
rsi_normalized,0
rsi_overbought,0
rsi_oversold,0
bb_breakout_lower,0
bb_breakout_upper,0
rsi_divergence,0
market_regime,0
