feature,importance
volatility,100
volume_ma,89
volatility_ma,84
ema_fast,69
macd_signal,58
sma_50,55
ema_slow,51
adx,49
volume_ratio,46
stoch_d,39
volatility_ratio,37
sma_20,35
macd_strength,32
macd_hist,32
momentum_convergence,31
price_sma_50_dist,29
momentum_ratio,26
return_24,23
range,19
rsi,14
range_pct,14
stoch_k,11
momentum_20,10
ema_cross_pct,7
macd,7
volume_change,7
macd_hist_change,7
body,7
upper_shadow,7
signal_convergence,6
rsi_normalized,5
return_12,5
return_3,5
momentum_10,5
lower_shadow,5
rsi_divergence,4
price_sma_20_dist,4
return_6,4
body_pct,3
price_ema_fast_dist,2
price_ema_slow_dist,2
strong_trend,2
market_regime,1
ema_cross,1
return_1,1
low_volatility,0
high_volatility,0
volume_spike,0
stoch_overbought,0
stoch_oversold,0
macd_cross_signal,0
rsi_oversold,0
rsi_overbought,0
log_return,0
is_bullish,0
ema_cross_signal,0
