feature,importance
volume_ma,138
atr_ma,121
sma_50,102
volatility_ma,95
atr_ratio,59
volatility,55
price_bb_lower_dist,52
atr,52
adx,51
bb_width,47
bb_upper,43
ema_cross,43
return_24,41
ema_slow,40
volatility_ratio,33
ema_fast,32
bb_middle,27
ema_cross_pct,26
momentum_20,25
momentum_convergence,24
volume_ratio,24
bb_lower,22
atr_normalized,19
lower_shadow,19
upper_shadow,17
stoch_d,15
price_sma_20_dist,13
price_sma_50_dist,13
range,13
price_ema_fast_dist,11
momentum_10,11
rsi_normalized,10
return_6,10
bb_position,10
stoch_k,9
sma_20,9
rsi,9
price_ema_slow_dist,8
return_3,8
return_12,8
price_bb_upper_dist,7
bb_position_normalized,7
range_pct,4
momentum_ratio,3
body,2
volume_change,2
return_1,2
body_pct,1
log_return,1
rsi_divergence,1
signal_convergence,1
stoch_oversold,0
is_bullish,0
strong_trend,0
bb_breakout_upper,0
low_volatility,0
stoch_overbought,0
bb_breakout_lower,0
high_volatility,0
rsi_overbought,0
volume_spike,0
rsi_oversold,0
ema_cross_signal,0
market_regime,0
