feature,importance
atr_ma,135
adx,111
volume_ma,103
volatility,95
bb_upper,79
volatility_ma,79
ema_fast,78
momentum_convergence,69
bb_lower,62
atr,59
sma_50,58
price_sma_50_dist,56
ema_slow,46
bb_width,44
ema_cross,36
stoch_d,33
bb_middle,30
atr_ratio,27
atr_normalized,27
return_24,25
volume_ratio,24
volatility_ratio,22
ema_cross_pct,19
price_bb_upper_dist,18
momentum_10,17
momentum_20,13
stoch_k,12
lower_shadow,12
return_3,11
momentum_ratio,11
return_12,7
range_pct,7
range,7
sma_20,6
body,5
volume_change,5
market_regime,4
return_6,4
price_bb_lower_dist,4
strong_trend,3
body_pct,3
upper_shadow,3
price_sma_20_dist,3
bb_position,2
price_ema_fast_dist,2
bb_position_normalized,2
return_1,1
price_ema_slow_dist,1
ema_cross_signal,0
high_volatility,0
low_volatility,0
log_return,0
bb_breakout_upper,0
stoch_overbought,0
stoch_oversold,0
is_bullish,0
volume_spike,0
signal_convergence,0
bb_breakout_lower,0
