feature,importance
sma_50,45
volume_ma,38
volatility_ma,38
atr_ma,36
ema_fast,15
ema_slow,15
atr,14
adx,13
volatility,13
return_24,11
sma_20,11
macd_strength,11
macd_signal,9
macd_hist,8
price_sma_50_dist,7
return_12,6
atr_normalized,5
momentum_10,5
price_sma_20_dist,4
momentum_convergence,4
atr_ratio,3
momentum_ratio,2
macd,2
momentum_20,2
volatility_ratio,2
volume_ratio,2
price_ema_slow_dist,2
macd_hist_change,2
strong_trend,1
stoch_d,1
lower_shadow,1
ema_cross,1
ema_cross_pct,1
body,0
range_pct,0
signal_convergence,0
return_1,0
return_3,0
return_6,0
upper_shadow,0
log_return,0
stoch_oversold,0
stoch_overbought,0
stoch_k,0
low_volatility,0
high_volatility,0
ema_cross_signal,0
range,0
volume_change,0
volume_spike,0
price_ema_fast_dist,0
body_pct,0
is_bullish,0
macd_cross_signal,0
market_regime,0
