feature,importance
atr_ma,75
volume_ma,73
volatility_ma,69
sma_50,63
ema_fast,52
volatility,43
macd_strength,43
ema_slow,36
sma_20,33
atr_ratio,33
return_24,28
atr,25
adx,24
volatility_ratio,23
macd_hist,23
macd,23
macd_signal,22
volume_ratio,21
macd_hist_change,20
momentum_20,20
price_sma_50_dist,19
ema_cross_pct,16
atr_normalized,13
price_sma_20_dist,12
stoch_k,12
price_ema_slow_dist,11
momentum_convergence,10
stoch_d,9
upper_shadow,7
return_6,7
momentum_ratio,7
range,5
price_ema_fast_dist,5
return_12,5
return_1,5
return_3,5
lower_shadow,4
range_pct,4
momentum_10,3
volume_change,3
body,3
ema_cross,3
signal_convergence,1
body_pct,1
stoch_oversold,0
strong_trend,0
is_bullish,0
stoch_overbought,0
low_volatility,0
high_volatility,0
volume_spike,0
macd_cross_signal,0
ema_cross_signal,0
log_return,0
market_regime,0
